id_discussion,title,link,score,answer_count,view_count,creation_date,tags
55419549,Spring Cloud Stream for Kafka with consumer/producer API exactly once semantics with transaction-id-prefix is not working as expected,https://stackoverflow.com/questions/55419549/spring-cloud-stream-for-kafka-with-consumer-producer-api-exactly-once-semantics,1,1,1702,2019/3/29 22:26,"kafka-consumer-api, kafka-producer-api, spring-cloud-stream"
59835844,What&#39;s a better way to deal with closures in WebAssembly with Rust instead of using forget and leaking memory?,https://stackoverflow.com/questions/59835844/whats-a-better-way-to-deal-with-closures-in-webassembly-with-rust-instead-of-us,10,2,1702,2020/1/21 15:12,"rust, closures, webassembly, wasm-bindgen"
58198496,"This relative module was not found, when importing typescript",https://stackoverflow.com/questions/58198496/this-relative-module-was-not-found-when-importing-typescript,1,1,1702,2019/10/2 17:08,"typescript, vue.js"
58476422,"Hyperledger Fabcar: Error: could not assemble transaction, err proposal response was not successful",https://stackoverflow.com/questions/58476422/hyperledger-fabcar-error-could-not-assemble-transaction-err-proposal-response,1,2,1701,2019/10/21 3:15,"java, hyperledger-fabric"
71408715,Receiving &quot;Phantom - RPC Error: Transaction creation failed&quot; while building solana escrow with @solana/web3.js,https://stackoverflow.com/questions/71408715/receiving-phantom-rpc-error-transaction-creation-failed-while-building-sola,0,2,1701,2022/3/9 19:36,"solana, solana-web3js, escrow"
67849030,Blazor webassembly - windows authentication - CORS error - No &#39;Access-Control-Allow-Origin&#39; header is present on the requested resource,https://stackoverflow.com/questions/67849030/blazor-webassembly-windows-authentication-cors-error-no-access-control-al,2,2,1699,2021/6/5 19:22,"cors, blazor, asp.net-core-webapi, blazor-webassembly"
57140002,How do you prevent the &quot;init&quot; function to be called after a chaincode has been instantiated in a Hyperledger Fabric NodeJS smart contract?,https://stackoverflow.com/questions/57140002/how-do-you-prevent-the-init-function-to-be-called-after-a-chaincode-has-been-i,2,2,1699,2019/7/22 14:06,"node.js, hyperledger-fabric"
72600840,Load wasm in VSCode Web Extension,https://stackoverflow.com/questions/72600840/load-wasm-in-vscode-web-extension,4,3,1698,2022/6/13 17:48,"visual-studio-code, rust, vscode-extensions, webassembly, wasm-bindgen"
68896214,Error: &#39;unknown account&#39; in Send Transaction using web3.js for Binance Smart Chain Ethereum Blockchain,https://stackoverflow.com/questions/68896214/error-unknown-account-in-send-transaction-using-web3-js-for-binance-smart-cha,0,0,1697,2021/8/24 0:42,"javascript, blockchain, ethereum, web3js, binance-smart-chain"
53739270,How to mint ERC20 token using web3.js library?,https://stackoverflow.com/questions/53739270/how-to-mint-erc20-token-using-web3-js-library,1,1,1697,2018/12/12 16:55,"solidity, smartcontracts, web3js, remix, openzeppelin"
63286708,CMAKE_PREFIX_PATH does not work as expected,https://stackoverflow.com/questions/63286708/cmake-prefix-path-does-not-work-as-expected,3,1,1697,2020/8/6 23:19,"ubuntu, cmake, qt5"
70236245,How to deploy smart contract that is exceeding max code size?,https://stackoverflow.com/questions/70236245/how-to-deploy-smart-contract-that-is-exceeding-max-code-size,0,1,1694,2021/12/6 0:25,"smartcontracts, hardhat"
61490165,Can Blazor WebAssembly call another WASM module directly?,https://stackoverflow.com/questions/61490165/can-blazor-webassembly-call-another-wasm-module-directly,8,1,1693,2020/4/29 5:20,"c#, opencv, blazor, webassembly"
42182979,interactive-brokers api reqMktData() is 24hrs late,https://stackoverflow.com/questions/42182979/interactive-brokers-api-reqmktdata-is-24hrs-late,0,1,1692,2017/2/12 8:42,"c++, interactive-brokers"
65673325,Best way to call wasm module functions in AudioWorkletProcessor?,https://stackoverflow.com/questions/65673325/best-way-to-call-wasm-module-functions-in-audioworkletprocessor,1,1,1691,2021/1/12 3:28,"angular, web-audio-api, webassembly, audio-worklet"
67133419,Could not find &#39;AuthenticationService.init&#39; when Blazor WebAssembly is deployed,https://stackoverflow.com/questions/67133419/could-not-find-authenticationservice-init-when-blazor-webassembly-is-deployed,6,1,1691,2021/4/17 7:49,"basic-authentication, blazor-webassembly"
54535883,Nest JS cannot resolve dependencies in the service,https://stackoverflow.com/questions/54535883/nest-js-cannot-resolve-dependencies-in-the-service,1,1,1691,2019/2/5 21:47,"javascript, node.js, typescript, dependency-injection, nestjs"
57452872,Invoking error handler due to Uncaught abort(59) at Error. How can I solve this?,https://stackoverflow.com/questions/57452872/invoking-error-handler-due-to-uncaught-abort59-at-error-how-can-i-solve-this,0,0,1690,2019/8/12 3:16,"unity-game-engine, auth0"
26063269,Simulating electron motion - differential equation with adaptive step size in python,https://stackoverflow.com/questions/26063269/simulating-electron-motion-differential-equation-with-adaptive-step-size-in-py,4,1,1689,2014/9/26 23:37,"python, scipy, physics, ode, differential-equations"
71346915,How to fix Error with alchemy-web3 - Webpack &lt; 5,https://stackoverflow.com/questions/71346915/how-to-fix-error-with-alchemy-web3-webpack-5,1,1,1688,2022/3/4 13:20,"javascript, node.js, webpack, web3js"
76234540,SSL_do_handshake() failed (SSL: error:0A00010B:SSL routines::wrong version number) while SSL handshaking to upstream nginx-proxy,https://stackoverflow.com/questions/76234540/ssl-do-handshake-failed-ssl-error0a00010bssl-routineswrong-version-numbe,1,1,1687,2023/5/12 16:36,"docker, nginx, amazon-ec2, docker-compose, jwilder-nginx-proxy"
41687535,ibpy interactive broker&#39;s python api not working for placing order,https://stackoverflow.com/questions/41687535/ibpy-interactive-brokers-python-api-not-working-for-placing-order,1,1,1686,2017/1/17 9:07,"python, api, interactive-brokers"
61232644,Converting between AccountId32 and AccountId in Substrate,https://stackoverflow.com/questions/61232644/converting-between-accountid32-and-accountid-in-substrate,4,1,1678,2020/4/15 23:33,"blockchain, parity, substrate, polkadot"
59583545,emscripten Linking globals named symbol multiply defined,https://stackoverflow.com/questions/59583545/emscripten-linking-globals-named-symbol-multiply-defined,0,1,1678,2020/1/4 2:27,"c++, c++17, clang++, webassembly, emscripten"
33802267,where are gstreamer bus message types listed?,https://stackoverflow.com/questions/33802267/where-are-gstreamer-bus-message-types-listed,1,1,1678,2015/11/19 19:10,"c++, gstreamer"
72591182,"&quot;EPERM: operation not permitted, unlink &#39;C:\\Users\\&lt;user&gt;\\node_modules\\bufferutil\\prebuilds\\win32-ia32\\node.napi.node&#39;&quot;",https://stackoverflow.com/questions/72591182/eperm-operation-not-permitted-unlink-c-users-user-node-modules-buffer,0,1,1678,2022/6/12 18:02,"javascript, node.js, npm-install"
65526521,Edge developer window automatically pops up,https://stackoverflow.com/questions/65526521/edge-developer-window-automatically-pops-up,0,1,1678,2021/1/1 8:30,"microsoft-edge, developer-tools, blazor-client-side"
68800543,Can we get Smart Contract address by Token Name,https://stackoverflow.com/questions/68800543/can-we-get-smart-contract-address-by-token-name,2,1,1676,2021/8/16 17:40,"blockchain, ethereum, go-ethereum, erc20, ethereumclassic"
70473430,Dynamic Body Background in Blazor Webassembly,https://stackoverflow.com/questions/70473430/dynamic-body-background-in-blazor-webassembly,0,2,1675,2021/12/24 21:34,"c#, html, blazor, blazor-server-side, blazor-webassembly"
65541336,How can I import a wasm file from a Javascript ES6 file?,https://stackoverflow.com/questions/65541336/how-can-i-import-a-wasm-file-from-a-javascript-es6-file,4,2,1673,2021/1/3 0:18,"javascript, node.js, vue.js, webassembly"
46258900,LinkError when trying Hello World in Rust with WebAssembly,https://stackoverflow.com/questions/46258900/linkerror-when-trying-hello-world-in-rust-with-webassembly,4,1,1672,2017/9/17 6:13,"javascript, rust, webassembly"
42885247,get forex rate from IB api with python,https://stackoverflow.com/questions/42885247/get-forex-rate-from-ib-api-with-python,2,1,1672,2017/3/19 18:01,"python, interactive-brokers, ibpy"
50662896,Tensorflow seq2seq chatbot always give the same outputs,https://stackoverflow.com/questions/50662896/tensorflow-seq2seq-chatbot-always-give-the-same-outputs,3,1,1672,2018/6/3 10:52,"python, tensorflow, machine-learning, deep-learning, seq2seq"
67068195,Does Clang provide intrinsics for WebAssembly&#39;s memory.fill and memory.copy?,https://stackoverflow.com/questions/67068195/does-clang-provide-intrinsics-for-webassemblys-memory-fill-and-memory-copy,4,1,1671,2021/4/13 11:05,"javascript, c, clang, llvm, webassembly"
46159438,How to read WebAssembly file it JavaScript from the local file system with native tools,https://stackoverflow.com/questions/46159438/how-to-read-webassembly-file-it-javascript-from-the-local-file-system-with-nativ,3,2,1670,2017/9/11 23:38,"javascript, webassembly"
54138204,How to execute Kotlin WebAssembly function from JavaScript?,https://stackoverflow.com/questions/54138204/how-to-execute-kotlin-webassembly-function-from-javascript,7,3,1669,2019/1/11 7:05,"javascript, kotlin, webassembly, kotlin-native, kotlin-js-interop"
32125606,Memory leaks in WPF application using pages and BitmapImage,https://stackoverflow.com/questions/32125606/memory-leaks-in-wpf-application-using-pages-and-bitmapimage,3,2,1668,2015/8/21 2:23,"c#, wpf, memory-management, memory-leaks"
69638508,Problem getting the balance of Phantom wallet with json-rpc request using javascript async function?,https://stackoverflow.com/questions/69638508/problem-getting-the-balance-of-phantom-wallet-with-json-rpc-request-using-javasc,0,2,1668,2021/10/20 7:05,"javascript, async-await, json-rpc, solana, phantom-wallet"
61683382,JSRuntime in Blazor WebAssembly blocking DOM updates on first load,https://stackoverflow.com/questions/61683382/jsruntime-in-blazor-webassembly-blocking-dom-updates-on-first-load,1,1,1667,2020/5/9 0:13,"javascript, asp.net-core, blazor, blazor-client-side, blazor-jsinterop"
67612567,Blazor Web Assembly (wasm) won&#39;t expire client side cookie until page is refreshed,https://stackoverflow.com/questions/67612567/blazor-web-assembly-wasm-wont-expire-client-side-cookie-until-page-is-refresh,4,1,1666,2021/5/20 8:44,"authentication, jwt, blazor, identityserver4, blazor-webassembly"
61496876,How can I load a file from a HTML input into Emscripten&#39;s MEMFS file system?,https://stackoverflow.com/questions/61496876/how-can-i-load-a-file-from-a-html-input-into-emscriptens-memfs-file-system,4,1,1665,2020/4/29 15:56,"javascript, webassembly, emscripten"
68332482,Stuck trying to write web3 RPC BalanceOf to get users metamask smartcontract token balance,https://stackoverflow.com/questions/68332482/stuck-trying-to-write-web3-rpc-balanceof-to-get-users-metamask-smartcontract-tok,1,1,1662,2021/7/11 8:38,"javascript, solidity, smartcontracts, web3js, metamask"
54026266,Member Count of Telegram group using Telethon,https://stackoverflow.com/questions/54026266/member-count-of-telegram-group-using-telethon,1,1,1662,2019/1/4 0:32,"python-3.x, telethon"
49643539,Collision rate of two 32-bit hashes vs one 64-bit hash? (uncorrelated?),https://stackoverflow.com/questions/49643539/collision-rate-of-two-32-bit-hashes-vs-one-64-bit-hash-uncorrelated,2,1,1661,2018/4/4 13:37,"javascript, hash, probability, hash-collision, murmurhash"
70749278,Unable to sign transaction to PDA in Solana using anchor,https://stackoverflow.com/questions/70749278/unable-to-sign-transaction-to-pda-in-solana-using-anchor,1,1,1661,2022/1/18 9:16,"web3js, solana, anchor-solana"
67258847,Unable to resolve wasm / unityweb errors un runcloud nginx server,https://stackoverflow.com/questions/67258847/unable-to-resolve-wasm-unityweb-errors-un-runcloud-nginx-server,0,1,1658,2021/4/26 6:32,"nginx, webassembly, nginx-config, unity-webgl, unity-web-player"
73184127,error[E0599]: no function or associated item named `max_encoded_len` found for struct `Vec&lt;u8&gt;` in the current scope,https://stackoverflow.com/questions/73184127/errore0599-no-function-or-associated-item-named-max-encoded-len-found-for-s,1,0,1658,2022/7/31 22:28,"rust, substrate"
66394390,Why is it impossible to deploy a smart contract (to Mainnet) using Truffle?,https://stackoverflow.com/questions/66394390/why-is-it-impossible-to-deploy-a-smart-contract-to-mainnet-using-truffle,6,0,1656,2021/2/27 8:22,"ethereum, smartcontracts, truffle, consensys-truffle"
63283824,This library has been renamed to `eth-utils`. The `ethereum-utils` package will no longer recieve updates. Please update your dependencies,https://stackoverflow.com/questions/63283824/this-library-has-been-renamed-to-eth-utils-the-ethereum-utils-package-will,3,0,1655,2020/8/6 20:39,"python-3.x, git, setuptools, setup.py, web3py"
72228482,AnchorError occurred. Error Code: InstructionFallbackNotFound. Error Number: 101. Error Message: Fallback functions are not supported,https://stackoverflow.com/questions/72228482/anchorerror-occurred-error-code-instructionfallbacknotfound-error-number-101,3,3,1655,2022/5/13 18:57,"solana, anchor-solana"
53308858,Can I use my custom ERC-20 with my smart contract?,https://stackoverflow.com/questions/53308858/can-i-use-my-custom-erc-20-with-my-smart-contract,1,2,1655,2018/11/15 5:17,"solidity, smartcontracts, erc20"
70266184,Testing a Payable Function in Solidity,https://stackoverflow.com/questions/70266184/testing-a-payable-function-in-solidity,1,2,1655,2021/12/8 3:52,"solidity, truffle"
69198949,"Can you use ethers.js with the Avalanche network, Polygon network, and Fantom Opera?",https://stackoverflow.com/questions/69198949/can-you-use-ethers-js-with-the-avalanche-network-polygon-network-and-fantom-op,2,1,1654,2021/9/16 3:43,"ethers.js, fantom, matic"
51232251,UnhandledPromiseRejectionWarning: Insufficient funds,https://stackoverflow.com/questions/51232251/unhandledpromiserejectionwarning-insufficient-funds,3,1,1654,2018/7/8 21:00,"node.js, promise, ethereum, smartcontracts, web3js"
70645689,Setting gas for transaction on Ethereum when interacting with smart contract,https://stackoverflow.com/questions/70645689/setting-gas-for-transaction-on-ethereum-when-interacting-with-smart-contract,0,1,1653,2022/1/10 5:31,ethereum
48248742,Metamask chrome extension gives error. How do I fix this?,https://stackoverflow.com/questions/48248742/metamask-chrome-extension-gives-error-how-do-i-fix-this,0,0,1653,2018/1/14 18:40,"solidity, web3js, truffle, metamask"
51536484,insufficient funds for gas * price + value using geth --dev,https://stackoverflow.com/questions/51536484/insufficient-funds-for-gas-price-value-using-geth-dev,2,1,1649,2018/7/26 18:17,"ethereum, solidity, geth"
68403592,Wasmer Error while importing &quot;wasi_snapshot_preview1&quot;.&quot;proc_exit&quot;: unknown import. Expected Function,https://stackoverflow.com/questions/68403592/wasmer-error-while-importing-wasi-snapshot-preview1-proc-exit-unknown-impor,2,0,1648,2021/7/16 12:52,"c, compiler-errors, clang, linker-errors, webassembly"
47508828,Support for RTP/RTSP in WebAssembly,https://stackoverflow.com/questions/47508828/support-for-rtp-rtsp-in-webassembly,1,1,1648,2017/11/27 18:32,webassembly
30157564,Play .avi video using GStreamer 1.0 and Python,https://stackoverflow.com/questions/30157564/play-avi-video-using-gstreamer-1-0-and-python,0,1,1647,2015/5/11 7:08,"python, windows, python-gstreamer"
60335476,Accessing RouteData in Blazor Client Side AuthorizationHandler,https://stackoverflow.com/questions/60335476/accessing-routedata-in-blazor-client-side-authorizationhandler,0,1,1646,2020/2/21 17:18,"c#, dependency-injection, blazor, blazor-client-side, asp.net-blazor"
68448717,"React, Hardhat frontend smart contract method calling, how to do so?",https://stackoverflow.com/questions/68448717/react-hardhat-frontend-smart-contract-method-calling-how-to-do-so,0,0,1646,2021/7/20 9:50,"ethereum, solidity, web3js, ethers.js, ether"
71063484,TypeError: Cannot read properties of undefined (reading &#39;format&#39;),https://stackoverflow.com/questions/71063484/typeerror-cannot-read-properties-of-undefined-reading-format,-1,1,1646,2022/2/10 18:28,"reactjs, nearprotocol, assemblyscript, near-sdk-as"
52444237,Curl Bad Request 400 on curl to docker server container,https://stackoverflow.com/questions/52444237/curl-bad-request-400-on-curl-to-docker-server-container,1,0,1644,2018/9/21 20:53,docker
49821655,Interacting with a smart contract deployed on ethereum testnet rinkeby,https://stackoverflow.com/questions/49821655/interacting-with-a-smart-contract-deployed-on-ethereum-testnet-rinkeby,1,1,1644,2018/4/14 0:41,"networking, blockchain, ethereum, interaction, smartcontracts"
25216806,"Using Scala how to find out if a list of chars are present in a String, where there are duplicate characters?",https://stackoverflow.com/questions/25216806/using-scala-how-to-find-out-if-a-list-of-chars-are-present-in-a-string-where-th,3,1,1644,2014/8/9 16:46,"string, scala, scala-collections"
67616443,How to get ABI of Smart Contract with Nethereum?,https://stackoverflow.com/questions/67616443/how-to-get-abi-of-smart-contract-with-nethereum,0,2,1643,2021/5/20 16:10,"blockchain, solidity, quorum, azure-blockchain-service, nethereum"
45509113,Run C++ script from Ethereum solidity contract,https://stackoverflow.com/questions/45509113/run-c-script-from-ethereum-solidity-contract,0,1,1643,2017/8/4 22:16,"c++, ethereum, solidity"
52469710,Javascript cannot find exported WASM functions compiled with emscripten,https://stackoverflow.com/questions/52469710/javascript-cannot-find-exported-wasm-functions-compiled-with-emscripten,0,2,1643,2018/9/24 3:52,"c++, svg, web, emscripten, jwasm"
65744555,Error in Deployment in Binance Testnet : Could not create addresses from your mnemonic or private key(s),https://stackoverflow.com/questions/65744555/error-in-deployment-in-binance-testnet-could-not-create-addresses-from-your-mn,3,3,1643,2021/1/16 6:49,"node.js, blockchain, ethereum, solidity, truffle"
67371086,How is gas usage calculated when using if statements,https://stackoverflow.com/questions/67371086/how-is-gas-usage-calculated-when-using-if-statements,3,2,1642,2021/5/3 22:54,"ethereum, solidity"
44039721,functioncall.CallAsync&lt;string&gt;() in Nethereum returning null,https://stackoverflow.com/questions/44039721/functioncall-callasyncstring-in-nethereum-returning-null,3,1,1641,2017/5/18 14:02,"c#, ethereum"
73409247,Nuxt3 - how to use vite-plugin-wasm,https://stackoverflow.com/questions/73409247/nuxt3-how-to-use-vite-plugin-wasm,4,1,1641,2022/8/19 4:47,"node.js, nuxt.js, webassembly, nuxtjs3"
66489495,Why can&#39;t my Nvidia Jetson Nano find my CSI Camera?,https://stackoverflow.com/questions/66489495/why-cant-my-nvidia-jetson-nano-find-my-csi-camera,1,0,1641,2021/3/5 16:55,"python, artificial-intelligence, nvidia, nvidia-jetson, nvidia-jetson-nano"
76252205,Runtime.callFunctionOn threw exception: Error: LavaMoat - property &quot;Proxy&quot; of globalThis is inaccessible under scuttling mode,https://stackoverflow.com/questions/76252205/runtime-callfunctionon-threw-exception-error-lavamoat-property-proxy-of-gl,2,1,1640,2023/5/15 16:31,"python-3.x, selenium-webdriver, testing, next.js, metamask"
60874025,Google Colab Notebook Error - File not found,https://stackoverflow.com/questions/60874025/google-colab-notebook-error-file-not-found,1,1,1639,2020/3/27 2:36,"python, google-colaboratory"
71217860,How to call an async JavaScript Import Function from WebAssembly (Rust) in a node.js environment?,https://stackoverflow.com/questions/71217860/how-to-call-an-async-javascript-import-function-from-webassembly-rust-in-a-nod,5,1,1638,2022/2/22 16:10,"node.js, rust, async-await, webassembly, wasm-bindgen"
72621150,How can I confirm if a transaction has happened on Solana using the transaction hash (signature),https://stackoverflow.com/questions/72621150/how-can-i-confirm-if-a-transaction-has-happened-on-solana-using-the-transaction,3,1,1638,2022/6/15 1:29,"solana, solana-web3js, solana-program-library, solana-transaction-instruction"
70886885,Can I access the private key of solana account (via phantom) to encrypt data?,https://stackoverflow.com/questions/70886885/can-i-access-the-private-key-of-solana-account-via-phantom-to-encrypt-data,0,2,1635,2022/1/28 7:00,"cryptography, blockchain, solana, diffie-hellman"
62078281,Standard_init_linux.go:211: exec user process caused “exec format error ?https://stackoverflow.com/questions/62078281/standard-init-linux-go211-exec-user-process-caused-exec-format-error,https://stackoverflow.com/questions/62078281/standard-init-linux-go211-exec-user-process-caused-exec-format-error,2,2,1635,2020/5/29 11:37,"go, dockerfile, webassembly"
24091955,TeamCity pull-request-triggered build with merge,https://stackoverflow.com/questions/24091955/teamcity-pull-request-triggered-build-with-merge,4,3,1635,2014/6/7 7:16,teamcity
53629615,Debugging WebAssembly with node,https://stackoverflow.com/questions/53629615/debugging-webassembly-with-node,3,2,1633,2018/12/5 18:01,"node.js, debugging, webassembly"
50572129,Passing data to WebAssembly,https://stackoverflow.com/questions/50572129/passing-data-to-webassembly,1,2,1633,2018/5/29 2:53,webassembly
57365381,How to cancel a wasm process from within a webworker,https://stackoverflow.com/questions/57365381/how-to-cancel-a-wasm-process-from-within-a-webworker,7,2,1632,2019/8/6 4:02,"javascript, c++, web-worker, emscripten, webassembly"
71419088,what&#39;s a better way to handle &quot;Timed out awaiting confirmation on transaction&quot; error on Metaplex CMv2?,https://stackoverflow.com/questions/71419088/whats-a-better-way-to-handle-timed-out-awaiting-confirmation-on-transaction-e,2,1,1632,2022/3/10 13:04,"solana, nft, metaplex, solana-cli, candy-machine"
71454911,How to generate C# scripts from GraphQL properly with Strawberry Shake in a Blazor Project,https://stackoverflow.com/questions/71454911/how-to-generate-c-scripts-from-graphql-properly-with-strawberry-shake-in-a-blaz,1,0,1631,2022/3/13 16:04,"graphql, blazor, hotchocolate, strawberryshake"
72827420,How to update details to existing spl-token,https://stackoverflow.com/questions/72827420/how-to-update-details-to-existing-spl-token,0,2,1630,2022/7/1 17:46,"metadata, solana, metaplex"
70076688,Sqlite with Blazor Wasm (.NET 6) -&gt; System.DllNotFoundException: e_sqlite3,https://stackoverflow.com/questions/70076688/sqlite-with-blazor-wasm-net-6-system-dllnotfoundexception-e-sqlite3,4,1,1628,2021/11/23 15:09,"sqlite, blazor, webassembly"
61293493,Unity WebGL build missing sharedassets1.resource on loading and not playing videos,https://stackoverflow.com/questions/61293493/unity-webgl-build-missing-sharedassets1-resource-on-loading-and-not-playing-vide,2,1,1628,2020/4/19 1:37,"unity-game-engine, webassembly, unity-webgl"
71783185,How can I implement a lazy-minting smart contract that doesn&#39;t actually mint NFTs?,https://stackoverflow.com/questions/71783185/how-can-i-implement-a-lazy-minting-smart-contract-that-doesnt-actually-mint-nft,1,2,1627,2022/4/7 21:37,"javascript, ethereum, smartcontracts, nft"
65915760,Copy From excel spread sheet into blazor app,https://stackoverflow.com/questions/65915760/copy-from-excel-spread-sheet-into-blazor-app,2,1,1626,2021/1/27 16:55,"excel, copy, blazor, clipboard"
67925846,Error trailing semicolon in smart contract on solidity?,https://stackoverflow.com/questions/67925846/error-trailing-semicolon-in-smart-contract-on-solidity,0,3,1626,2021/6/11 1:23,"solidity, smartcontracts"
71681491,Passing arrays and objects from JavaScript to c++ in Web Assembly,https://stackoverflow.com/questions/71681491/passing-arrays-and-objects-from-javascript-to-c-in-web-assembly,2,1,1625,2022/3/31 1:18,"javascript, c++, webassembly"
69384849,Invalid sender on signed transaction - mumbai polygon,https://stackoverflow.com/questions/69384849/invalid-sender-on-signed-transaction-mumbai-polygon,1,1,1624,2021/9/30 8:51,"python, blockchain, ethereum, polygon, web3py"
67398084,Gstreamer restart EOS element,https://stackoverflow.com/questions/67398084/gstreamer-restart-eos-element,2,1,1620,2021/5/5 16:55,"c, gstreamer, media, gnome, vala"
56010390,Emscripten - How to get uint8_t array from C to JavaScript?,https://stackoverflow.com/questions/56010390/emscripten-how-to-get-uint8-t-array-from-c-to-javascript,3,1,1620,2019/5/7 2:13,"emscripten, webassembly"
76343908,How to return streams from node js with openai,https://stackoverflow.com/questions/76343908/how-to-return-streams-from-node-js-with-openai,4,1,1618,2023/5/27 3:58,"javascript, node.js, reactjs, express, openai-api"
67398065,Transaction has been reverted by the EVM - web3 error,https://stackoverflow.com/questions/67398065/transaction-has-been-reverted-by-the-evm-web3-error,1,0,1618,2021/5/5 16:54,"solidity, web3js, truffle"
62540840,Using swagger with Blazor WebAssembly in Chrome,https://stackoverflow.com/questions/62540840/using-swagger-with-blazor-webassembly-in-chrome,0,1,1615,2020/6/24 1:50,"google-chrome, swagger, blazor, swashbuckle"
53682219,"FromWasmAbi is not implemented for fn(SomeStruct) , while SomeStruct is #[wasm_bindgen]",https://stackoverflow.com/questions/53682219/fromwasmabi-is-not-implemented-for-fnsomestruct-while-somestruct-is-wasm-b,4,1,1615,2018/12/8 19:49,"rust, webassembly, wasm-bindgen"
61340521,Compiling c++ project with 3rd party lib to WebAssembly,https://stackoverflow.com/questions/61340521/compiling-c-project-with-3rd-party-lib-to-webassembly,2,2,1614,2020/4/21 17:44,"c++, webassembly, emscripten"
74357397,How to aggregate multiple smart contract function calls on Rootstock?,https://stackoverflow.com/questions/74357397/how-to-aggregate-multiple-smart-contract-function-calls-on-rootstock,6,2,1614,2022/11/8 16:00,"javascript, solidity, ethers.js, rsk"
67930808,Blazor webassembly (net5.0) publish not worked in IIS,https://stackoverflow.com/questions/67930808/blazor-webassembly-net5-0-publish-not-worked-in-iis,1,1,1611,2021/6/11 11:13,"iis, .net-5, blazor-webassembly, asp.net-core-hosted-services"
68963743,How to use wasmer in iOS?,https://stackoverflow.com/questions/68963743/how-to-use-wasmer-in-ios,1,2,1611,2021/8/28 19:06,webassembly
49345115,How to understand the &quot;align&quot; attribute in WebAssembly?,https://stackoverflow.com/questions/49345115/how-to-understand-the-align-attribute-in-webassembly,8,2,1610,2018/3/18 14:29,webassembly
65932405,my smart contract is not responding and error saying web3 is not defined,https://stackoverflow.com/questions/65932405/my-smart-contract-is-not-responding-and-error-saying-web3-is-not-defined,0,1,1609,2021/1/28 15:03,"blockchain, ethereum, smartcontracts, web3js, metamask"
60199564,Rust wasm: How to access Webassembly.Memory of current instance (from Rust)?,https://stackoverflow.com/questions/60199564/rust-wasm-how-to-access-webassembly-memory-of-current-instance-from-rust,1,1,1609,2020/2/13 10:18,"javascript, memory, rust, webassembly, wasm-bindgen"
71831666,How to send variable amount of ether to smart contract from React front end?,https://stackoverflow.com/questions/71831666/how-to-send-variable-amount-of-ether-to-smart-contract-from-react-front-end,1,3,1607,2022/4/12 1:02,"reactjs, blockchain, ethereum, solidity, smartcontracts"
70469555,Error when attempting to call smart contract with javascript,https://stackoverflow.com/questions/70469555/error-when-attempting-to-call-smart-contract-with-javascript,2,1,1605,2021/12/24 12:25,"javascript, ethereum, solidity, truffle, ganache"
67229121,Unable to hit breakpoints in Blazor WASM,https://stackoverflow.com/questions/67229121/unable-to-hit-breakpoints-in-blazor-wasm,3,1,1604,2021/4/23 19:27,"debugging, visual-studio-2019, breakpoints, blazor-webassembly, blazor-client-side"
71491176,Why is mocha test throwing &quot;Error done() called multiple times in hook &lt;&quot;before each&quot; ....&gt;?,https://stackoverflow.com/questions/71491176/why-is-mocha-test-throwing-error-done-called-multiple-times-in-hook-before,1,1,1604,2022/3/16 10:31,"javascript, mocha.js, smartcontracts, web3js, ganache"
72500301,How to get NFTs Information by name with web3.js on solana network,https://stackoverflow.com/questions/72500301/how-to-get-nfts-information-by-name-with-web3-js-on-solana-network,1,1,1603,2022/6/4 21:52,"web3js, solana, nft, solana-web3js"
71115947,How to create account/signer using Phantom Wallet provider?,https://stackoverflow.com/questions/71115947/how-to-create-account-signer-using-phantom-wallet-provider,0,3,1602,2022/2/15 1:33,"javascript, solana, solana-web3js"
50662932,counting negative numbers in array,https://stackoverflow.com/questions/50662932/counting-negative-numbers-in-array,5,4,1601,2018/6/3 11:03,"java, arrays, multidimensional-array"
48961860,Gphoto2 - Canon Change Settings for Movie Recording Quality from HD to 4K,https://stackoverflow.com/questions/48961860/gphoto2-canon-change-settings-for-movie-recording-quality-from-hd-to-4k,2,0,1601,2018/2/24 18:36,"python, video, libgphoto2"
49538827,How private is my code in WebAssembly?,https://stackoverflow.com/questions/49538827/how-private-is-my-code-in-webassembly,3,1,1601,2018/3/28 23:43,webassembly
61015985,How to detect failure and reset/restart webassembly Module?,https://stackoverflow.com/questions/61015985/how-to-detect-failure-and-reset-restart-webassembly-module,5,1,1598,2020/4/4 0:09,"javascript, c++, webassembly"
64133791,Solidity get eth amount when removing uniswap liquidity,https://stackoverflow.com/questions/64133791/solidity-get-eth-amount-when-removing-uniswap-liquidity,0,1,1596,2020/9/30 16:30,"blockchain, ethereum, solidity"
69836686,Withdraw a staked token from Smart contract,https://stackoverflow.com/questions/69836686/withdraw-a-staked-token-from-smart-contract,0,1,1596,2021/11/4 17:02,"blockchain, ethereum, solidity, cryptocurrency, binance-smart-chain"
72747715,NFT Not Showing up properly in Phantom Wallet,https://stackoverflow.com/questions/72747715/nft-not-showing-up-properly-in-phantom-wallet,0,1,1596,2022/6/25 1:51,"solana, nft, metaplex, candy-machine, phantom-wallet"
